student_id,name,IQ,college_name,CGPA,internship_completion,placement
501,Sofia,105.0,Punjab Institute,3.53,Yes,Placed
502,Zara,115.0,Tech Valley University,2.35,Yes,Not Placed
503,Mohammed,124.0,Punjab Institute,2.64,Yes,Placed
504,Sofia,89.0,Punjab Institute,3.95,Yes,Placed
505,Liam,94.0,City College,3.97,Yes,Not Placed
506,Sara,119.0,City College,3.03,No,Not Placed
507,Fatima,112.0,Tech Valley University,3.87,Yes,Placed
508,Neha,116.0,Global College,3.05,No,Placed
509,Ravi,79.0,City College,2.58,Yes,Not Placed
510,Omar,123.0,Global College,2.53,Yes,Placed
511,Mohammed,89.0,National University,3.86,Yes,Placed
512,Zara,103.0,City College,2.34,Yes,Placed
513,Noah,98.0,City College,3.16,Yes,Placed
514,Ahmed,87.0,Tech Valley University,3.11,Yes,Not Placed
515,Areeb,79.0,Global College,3.48,No,Placed
516,Areeb,74.0,City College,3.0,Yes,Placed
517,Sara,102.0,City College,2.54,Yes,Not Placed
518,Mia,77.0,Tech Valley University,2.34,Yes,Not Placed
519,Omar,83.0,Tech Valley University,3.24,Yes,Not Placed
520,Emily,97.0,Global College,3.44,Yes,Placed
521,Ravi,60.0,National University,3.14,Yes,Not Placed
522,Ali,112.0,National University,3.48,Yes,Placed
523,Sophia,64.0,Punjab Institute,,Yes,Not Placed
524,Liam,99.0,City College,3.76,No,Placed
525,Fatima,100.0,Global College,3.16,Yes,Not Placed
526,Ravi,108.0,City College,2.25,Yes,Placed
527,John,99.0,Global College,2.92,No,Placed
528,John,130.0,Global College,3.69,No,Placed
529,Sara,103.0,Global College,3.8,No,Placed
530,Mia,116.0,City College,2.53,Yes,Placed
531,Sofia,89.0,Tech Valley University,3.42,No,Not Placed
532,Fatima,,City College,2.2,Yes,Placed
533,Mohammed,,Global College,2.07,Yes,Not Placed
534,Mia,96.0,Punjab Institute,3.12,No,Placed
535,Fatima,103.0,National University,3.39,Yes,Placed
536,Nitesh,115.0,Global College,3.59,No,Not Placed
537,Ravi,89.0,Punjab Institute,2.68,No,Not Placed
538,Ravi,68.0,Tech Valley University,2.01,No,Not Placed
539,Noah,104.0,Global College,2.96,No,Placed
540,Sophia,115.0,Punjab Institute,2.03,Yes,Not Placed
541,Omar,80.0,Global College,2.18,Yes,Not Placed
542,Zara,110.0,City College,2.65,No,Placed
543,Fatima,110.0,Punjab Institute,2.87,No,Not Placed
544,Ali,66.0,City College,2.56,No,Not Placed
545,Nitesh,86.0,City College,3.16,No,Placed
546,Ravi,94.0,Punjab Institute,2.11,No,Not Placed
547,Liam,97.0,National University,2.29,No,Not Placed
548,Ali,89.0,Punjab Institute,3.39,Yes,Placed
549,Sara,88.0,National University,2.28,Yes,Not Placed
550,Sara,125.0,Global College,3.28,No,Placed
551,Sofia,98.0,Global College,2.11,Yes,Not Placed
552,Ravi,90.0,Punjab Institute,2.81,,Not Placed
553,Ravi,99.0,Global College,2.35,Yes,Placed
554,Daniel,108.0,Tech Valley University,2.22,No,Placed
555,Emily,101.0,City College,3.13,No,Placed
556,Hassan,97.0,City College,3.86,No,Placed
557,Areeb,90.0,National University,2.11,Yes,Not Placed
558,John,90.0,Global College,2.84,No,Placed
559,Nitesh,,National University,3.42,No,Placed
560,Mia,105.0,City College,2.93,Yes,Placed
561,Sophia,85.0,City College,3.61,Yes,Placed
562,Noah,106.0,Global College,2.36,Yes,Placed
563,Daniel,121.0,Tech Valley University,3.92,Yes,Placed
564,Zara,105.0,Tech Valley University,2.77,No,Not Placed
565,Liam,94.0,Global College,2.68,Yes,Not Placed
566,Neha,81.0,Global College,3.75,No,Not Placed
567,Daniel,124.0,National University,3.13,Yes,Placed
568,Ali,82.0,Global College,3.03,Yes,Not Placed
569,Nitesh,113.0,Tech Valley University,3.45,Yes,Not Placed
570,Emily,110.0,Global College,3.16,Yes,Placed
571,Hassan,96.0,National University,2.33,Yes,Placed
572,Sofia,96.0,National University,3.35,Yes,Placed
573,Mohammed,72.0,National University,2.27,Yes,Not Placed
574,Emily,105.0,National University,3.61,Yes,Placed
575,Omar,109.0,Punjab Institute,3.98,No,Placed
576,Sara,84.0,Global College,2.75,Yes,Not Placed
577,Sofia,98.0,City College,2.89,Yes,Placed
578,Omar,101.0,Global College,2.09,No,Placed
579,John,109.0,Punjab Institute,2.03,Yes,Placed
580,Omar,100.0,National University,3.84,,Placed
581,Noah,76.0,Punjab Institute,2.26,No,Not Placed
582,Areeb,92.0,Tech Valley University,2.89,Yes,Not Placed
583,Zara,103.0,Tech Valley University,3.63,No,Not Placed
584,John,113.0,Global College,3.78,No,Not Placed
585,Liam,91.0,Global College,3.04,No,Not Placed
586,Zara,133.0,City College,3.13,No,Not Placed
587,Ali,72.0,City College,3.34,Yes,Not Placed
588,Sophia,92.0,Tech Valley University,3.92,No,Not Placed
589,Ravi,99.0,National University,3.21,Yes,Not Placed
590,Emily,97.0,Punjab Institute,,Yes,Placed
591,Ravi,82.0,City College,2.03,Yes,Not Placed
592,Neha,107.0,City College,2.16,Yes,Not Placed
593,Nitesh,106.0,National University,3.15,Yes,Placed
594,Sara,101.0,National University,3.87,No,Placed
595,Noah,105.0,Global College,3.73,No,Placed
596,Mia,94.0,Punjab Institute,3.97,Yes,Placed
597,Areeb,76.0,National University,3.06,No,Not Placed
598,Daniel,89.0,City College,3.58,No,Placed
599,Ahmed,102.0,City College,3.68,Yes,Placed
600,Mohammed,102.0,Tech Valley University,3.3,Yes,Placed
601,Noah,101.0,National University,2.68,No,Not Placed
602,Ravi,108.0,Global College,2.94,No,Not Placed
603,Areeb,91.0,Punjab Institute,3.72,No,Not Placed
604,Ali,100.0,Global College,2.6,No,Not Placed
605,Ali,109.0,City College,3.85,Yes,Placed
606,Noah,99.0,Global College,2.46,Yes,Placed
607,Daniel,81.0,City College,3.5,Yes,Placed
608,Liam,86.0,City College,3.26,Yes,Not Placed
609,Hassan,112.0,City College,3.5,No,Not Placed
610,Liam,121.0,City College,2.87,No,Placed
611,Ravi,118.0,City College,3.87,Yes,Placed
612,Ali,103.0,Tech Valley University,3.26,No,Placed
613,Ahmed,82.0,Global College,2.58,Yes,Not Placed
614,Zara,100.0,Tech Valley University,3.28,No,Placed
615,Nitesh,123.0,Tech Valley University,2.57,No,Placed
616,Ali,109.0,National University,2.59,No,Not Placed
617,Emily,97.0,National University,2.8,No,Not Placed
618,Sara,109.0,National University,3.7,Yes,Placed
619,Liam,81.0,Punjab Institute,3.0,No,Not Placed
620,Areeb,90.0,National University,3.36,No,Not Placed
621,Areeb,84.0,Global College,2.78,Yes,Not Placed
622,Sara,107.0,Tech Valley University,2.53,No,Not Placed
623,Nitesh,111.0,Global College,3.91,No,Placed
624,Areeb,98.0,National University,3.21,Yes,Placed
625,Areeb,87.0,Punjab Institute,3.87,Yes,Placed
626,Mohammed,100.0,Punjab Institute,2.41,No,Placed
627,Mohammed,93.0,Tech Valley University,2.29,No,Not Placed
628,Mia,88.0,Global College,3.71,Yes,Placed
629,Liam,105.0,City College,3.36,Yes,Placed
630,Neha,89.0,Global College,2.37,Yes,Placed
631,Zara,77.0,National University,2.54,No,Not Placed
632,Neha,80.0,City College,3.6,No,Placed
633,Ali,76.0,Punjab Institute,2.91,Yes,Not Placed
634,Mia,104.0,Tech Valley University,3.34,Yes,Not Placed
635,Ravi,102.0,Tech Valley University,2.64,Yes,Not Placed
636,Ravi,102.0,Punjab Institute,2.76,No,Placed
637,John,109.0,National University,3.98,Yes,Placed
638,Ali,118.0,Punjab Institute,2.5,Yes,Not Placed
639,Liam,91.0,National University,3.01,Yes,Placed
640,Omar,106.0,City College,3.69,No,Placed
641,Ahmed,76.0,Punjab Institute,2.48,Yes,Not Placed
642,Omar,121.0,National University,2.83,Yes,Placed
643,Fatima,81.0,City College,3.23,No,Placed
644,Ahmed,89.0,Punjab Institute,2.96,Yes,Placed
645,Nitesh,91.0,Tech Valley University,2.92,Yes,Placed
646,Noah,77.0,Punjab Institute,2.73,No,Not Placed
647,Sofia,100.0,Global College,3.17,Yes,Placed
648,Ali,103.0,Punjab Institute,3.25,Yes,Not Placed
649,Sofia,97.0,Global College,3.31,Yes,Placed
650,Areeb,77.0,City College,2.14,No,Not Placed
651,Liam,130.0,Punjab Institute,3.26,Yes,Placed
652,Emily,108.0,City College,3.91,No,Placed
653,Daniel,140.0,City College,3.08,Yes,Placed
654,Daniel,88.0,National University,3.43,Yes,Placed
655,Areeb,114.0,City College,3.11,No,Not Placed
656,Neha,112.0,City College,3.71,No,Not Placed
657,Ahmed,96.0,Punjab Institute,3.86,Yes,Placed
658,Hassan,121.0,Punjab Institute,2.37,No,Placed
659,Mia,94.0,Tech Valley University,2.87,Yes,Not Placed
660,Fatima,95.0,National University,2.78,Yes,Not Placed
661,Sara,48.0,City College,2.81,Yes,Placed
662,Ahmed,106.0,National University,2.25,No,Not Placed
663,Sara,80.0,Global College,3.63,Yes,Placed
664,Noah,92.0,City College,2.07,Yes,Not Placed
665,Ahmed,85.0,National University,3.06,Yes,Placed
666,Noah,95.0,Tech Valley University,3.32,,Placed
667,Daniel,107.0,Tech Valley University,2.41,No,Placed
668,Mia,,City College,3.81,No,Not Placed
669,Ahmed,111.0,Global College,3.68,No,Not Placed
670,Sophia,119.0,Tech Valley University,2.94,Yes,Placed
671,Sara,94.0,Tech Valley University,2.82,Yes,Placed
672,Ali,93.0,Global College,2.47,No,Not Placed
673,Daniel,114.0,National University,3.46,No,Not Placed
674,Mohammed,116.0,Tech Valley University,2.26,Yes,Not Placed
675,Mia,111.0,Punjab Institute,3.36,No,Not Placed
676,Liam,86.0,Tech Valley University,,No,Not Placed
677,Areeb,106.0,National University,2.46,No,Not Placed
678,John,102.0,National University,3.73,Yes,Placed
679,Mohammed,116.0,City College,2.07,Yes,Not Placed
680,Liam,91.0,Punjab Institute,3.83,,Placed
681,Mohammed,75.0,National University,2.24,Yes,Not Placed
682,Liam,110.0,Global College,3.29,Yes,Not Placed
683,Sophia,62.0,Punjab Institute,2.5,Yes,Not Placed
684,Areeb,89.0,Punjab Institute,3.67,No,Placed
685,Ahmed,85.0,Global College,3.02,Yes,Placed
686,Sara,85.0,Tech Valley University,2.27,Yes,Placed
687,Ahmed,89.0,Global College,3.14,No,Not Placed
688,Ravi,118.0,Global College,2.82,No,Placed
689,Hassan,112.0,Tech Valley University,3.32,No,Placed
690,Hassan,96.0,Tech Valley University,3.76,Yes,Placed
691,Emily,117.0,Tech Valley University,2.82,No,Not Placed
692,Hassan,84.0,Tech Valley University,2.58,Yes,Not Placed
693,Mia,82.0,Tech Valley University,2.03,Yes,Not Placed
694,Daniel,113.0,Global College,3.15,No,Not Placed
695,Emily,109.0,City College,2.8,Yes,Placed
696,Hassan,93.0,City College,2.75,Yes,Not Placed
697,Emily,83.0,National University,2.37,Yes,Not Placed
698,Omar,122.0,City College,2.86,Yes,Not Placed
699,John,74.0,City College,3.97,Yes,Placed
700,Omar,91.0,Global College,2.6,No,Not Placed
701,John,103.0,Tech Valley University,3.2,Yes,Placed
702,Nitesh,127.0,Tech Valley University,3.55,No,Placed
703,Nitesh,106.0,Global College,3.5,Yes,Placed
704,Noah,107.0,City College,2.66,,Placed
705,Mia,91.0,Global College,,Yes,Not Placed
706,Mia,109.0,National University,3.74,Yes,Placed
707,Areeb,102.0,Tech Valley University,2.03,No,Not Placed
708,Noah,76.0,Punjab Institute,2.87,Yes,Not Placed
709,Mohammed,112.0,National University,2.45,Yes,Not Placed
710,Sara,115.0,National University,2.78,No,Placed
711,Ali,112.0,Global College,2.83,Yes,Placed
712,Areeb,100.0,City College,3.49,No,Placed
713,Zara,86.0,Tech Valley University,2.19,No,Not Placed
714,Sofia,65.0,Punjab Institute,3.03,Yes,Not Placed
715,Neha,102.0,National University,3.13,Yes,Not Placed
716,Ahmed,116.0,Punjab Institute,2.99,Yes,Placed
717,Liam,115.0,City College,3.46,No,Placed
718,Neha,112.0,City College,2.77,Yes,Placed
719,Ravi,99.0,Punjab Institute,3.89,Yes,Placed
720,Zara,116.0,Tech Valley University,2.96,Yes,Placed
721,Daniel,114.0,City College,3.14,Yes,Placed
722,Daniel,94.0,Punjab Institute,3.65,Yes,Placed
723,Hassan,110.0,National University,2.55,No,Not Placed
724,Emily,92.0,Punjab Institute,2.15,Yes,Not Placed
725,Liam,108.0,Punjab Institute,3.42,No,Placed
726,John,81.0,Global College,2.97,No,Not Placed
727,Ali,82.0,City College,3.79,Yes,Placed
728,Omar,116.0,Tech Valley University,3.97,Yes,Placed
729,Liam,114.0,Tech Valley University,2.8,Yes,Placed
730,Nitesh,110.0,Global College,2.83,No,Placed
731,Sophia,101.0,Tech Valley University,2.82,Yes,Placed
732,Daniel,64.0,Punjab Institute,2.65,No,Not Placed
733,Daniel,99.0,Global College,3.56,No,Not Placed
734,Neha,107.0,National University,3.52,Yes,Placed
735,Neha,92.0,City College,2.96,No,Not Placed
736,Ahmed,89.0,City College,2.09,Yes,Placed
737,Ravi,122.0,City College,2.62,No,Not Placed
738,Neha,99.0,Punjab Institute,2.58,Yes,Not Placed
739,Mia,107.0,National University,3.62,Yes,Placed
740,Fatima,112.0,Global College,2.18,Yes,Not Placed
741,Nitesh,85.0,Global College,3.61,No,Placed
742,Daniel,103.0,City College,3.34,Yes,Placed
743,Neha,120.0,National University,3.46,No,Placed
744,Hassan,127.0,National University,2.86,Yes,Placed
745,Daniel,101.0,National University,3.36,Yes,Not Placed
746,Ravi,96.0,Tech Valley University,3.22,Yes,Placed
747,Noah,104.0,Tech Valley University,3.54,Yes,Not Placed
748,Sara,104.0,City College,2.89,Yes,Placed
749,Nitesh,121.0,National University,2.95,Yes,Placed
750,Mia,85.0,National University,3.29,No,Not Placed
751,Daniel,96.0,Global College,2.22,Yes,Not Placed
752,Areeb,83.0,Global College,2.87,Yes,Not Placed
753,Mohammed,85.0,City College,3.94,Yes,Placed
754,Fatima,106.0,National University,2.08,No,Not Placed
755,Liam,112.0,City College,2.63,Yes,Placed
756,Fatima,90.0,Global College,2.63,Yes,Not Placed
757,Sofia,112.0,Global College,3.27,Yes,Placed
758,Liam,117.0,Tech Valley University,2.21,No,Placed
759,Ravi,129.0,City College,3.26,No,Placed
760,Sophia,101.0,City College,2.19,Yes,Placed
761,John,90.0,National University,2.19,Yes,Not Placed
762,Mohammed,85.0,National University,3.46,No,Not Placed
763,Nitesh,83.0,Tech Valley University,2.65,No,Not Placed
764,Zara,119.0,Punjab Institute,3.95,No,Placed
765,Ravi,77.0,Punjab Institute,2.07,No,Not Placed
766,Noah,118.0,Punjab Institute,2.89,No,Placed
767,Daniel,87.0,City College,2.23,No,Not Placed
768,John,90.0,City College,2.7,Yes,Not Placed
769,Daniel,98.0,Global College,4.0,Yes,Placed
770,Ahmed,89.0,City College,3.78,Yes,Placed
771,Daniel,114.0,City College,2.1,No,Not Placed
772,Omar,127.0,City College,3.13,No,Not Placed
773,Omar,90.0,Tech Valley University,3.3,No,Not Placed
774,Liam,94.0,City College,2.42,Yes,Not Placed
775,Sofia,98.0,National University,2.29,Yes,Placed
776,Mia,108.0,National University,3.81,Yes,Placed
777,Mohammed,98.0,Global College,3.94,Yes,Not Placed
778,Zara,121.0,Tech Valley University,3.98,No,Placed
779,Areeb,117.0,National University,3.58,No,Placed
780,Sara,,Tech Valley University,3.33,Yes,Placed
781,Sophia,108.0,Tech Valley University,2.69,Yes,Not Placed
782,Ahmed,123.0,Global College,2.34,No,Placed
783,Ravi,93.0,Tech Valley University,2.16,Yes,Placed
784,Sara,96.0,City College,3.39,No,Placed
785,Areeb,92.0,Tech Valley University,3.57,Yes,Placed
786,Ali,92.0,Global College,3.65,Yes,Placed
787,Sara,75.0,Global College,3.83,Yes,Placed
788,Sara,80.0,Global College,3.76,Yes,Not Placed
789,Emily,101.0,National University,4.0,Yes,Placed
790,John,123.0,City College,2.49,Yes,Placed
791,Hassan,91.0,National University,3.53,Yes,Placed
792,Zara,90.0,Punjab Institute,3.17,Yes,Not Placed
793,Nitesh,126.0,City College,2.52,Yes,Placed
794,Mia,83.0,Tech Valley University,3.96,Yes,Placed
795,Omar,75.0,Global College,3.8,Yes,Placed
796,Areeb,88.0,Punjab Institute,2.26,No,Placed
797,John,90.0,City College,2.05,No,Not Placed
798,Sara,74.0,National University,3.38,Yes,Not Placed
799,Ahmed,98.0,Global College,3.21,Yes,Not Placed
800,Sophia,114.0,National University,3.87,Yes,Placed
801,Hassan,81.0,City College,2.47,Yes,Not Placed
802,John,101.0,City College,2.17,No,Placed
803,Daniel,106.0,Punjab Institute,2.52,No,Not Placed
804,Sara,99.0,Tech Valley University,2.04,No,Placed
805,Liam,103.0,National University,2.07,Yes,Not Placed
806,Sara,103.0,Punjab Institute,3.83,Yes,Placed
807,Mia,88.0,Global College,2.7,No,Placed
808,Ahmed,122.0,Tech Valley University,2.82,Yes,Placed
809,Daniel,119.0,Punjab Institute,2.04,Yes,Placed
810,Hassan,118.0,National University,2.54,No,Placed
811,Omar,115.0,City College,3.61,No,Not Placed
812,Mia,76.0,Global College,3.23,No,Placed
813,Ravi,114.0,National University,3.51,Yes,Placed
814,Sofia,110.0,Tech Valley University,2.89,Yes,Placed
815,Areeb,77.0,Tech Valley University,2.62,Yes,Not Placed
816,Sara,,City College,2.97,No,Placed
817,John,104.0,City College,2.65,Yes,Placed
818,Mia,125.0,Global College,,No,Not Placed
819,Sophia,111.0,Global College,2.6,No,Placed
820,Ali,87.0,City College,3.32,Yes,Placed
821,Sophia,125.0,City College,2.27,Yes,Not Placed
822,Liam,101.0,Tech Valley University,3.37,Yes,Placed
823,Sofia,96.0,City College,3.83,No,Not Placed
824,Daniel,95.0,Punjab Institute,3.22,No,Placed
825,Ali,76.0,National University,3.12,No,Not Placed
826,Neha,98.0,City College,3.92,Yes,Not Placed
827,Sara,107.0,Global College,3.25,Yes,Placed
828,Areeb,94.0,Punjab Institute,2.52,No,Placed
829,Hassan,106.0,Global College,2.58,Yes,Not Placed
830,John,87.0,Punjab Institute,3.41,No,Not Placed
831,Ravi,98.0,City College,3.47,No,Not Placed
832,Hassan,105.0,National University,2.61,Yes,Not Placed
833,Nitesh,103.0,Global College,,Yes,Not Placed
834,Ali,76.0,Punjab Institute,3.98,Yes,Not Placed
835,Sara,93.0,Tech Valley University,2.2,Yes,Placed
836,Noah,125.0,City College,2.81,No,Placed
837,Mohammed,93.0,National University,2.12,No,Not Placed
838,Areeb,100.0,City College,3.64,No,Not Placed
839,Mohammed,99.0,Tech Valley University,2.18,No,Not Placed
840,Sofia,124.0,National University,3.35,Yes,Not Placed
841,Ahmed,119.0,Tech Valley University,2.11,Yes,Not Placed
842,Ravi,112.0,City College,3.35,No,Placed
843,Omar,85.0,Punjab Institute,3.69,Yes,Not Placed
844,Ahmed,105.0,City College,2.8,No,Not Placed
845,Sophia,109.0,City College,3.04,No,Placed
846,Ali,90.0,City College,2.8,Yes,Placed
847,Areeb,87.0,Global College,2.6,Yes,Not Placed
848,Zara,126.0,Tech Valley University,3.61,Yes,Not Placed
849,Liam,95.0,Tech Valley University,2.54,No,Not Placed
850,Zara,124.0,Tech Valley University,3.45,Yes,Placed
851,Hassan,115.0,Global College,2.41,No,Not Placed
852,Daniel,106.0,Punjab Institute,2.5,Yes,Not Placed
853,Sara,107.0,City College,2.67,No,Not Placed
854,Nitesh,79.0,Punjab Institute,3.18,Yes,Not Placed
855,Liam,103.0,Global College,2.91,Yes,Not Placed
856,Areeb,121.0,Tech Valley University,3.49,No,Placed
857,Sofia,110.0,City College,2.43,No,Not Placed
858,Noah,102.0,National University,2.02,Yes,Placed
859,Neha,126.0,National University,3.55,No,Not Placed
860,Hassan,97.0,Punjab Institute,3.64,No,Placed
861,Zara,91.0,Tech Valley University,2.12,Yes,Not Placed
862,Ahmed,102.0,National University,3.22,Yes,Placed
863,Sofia,111.0,Punjab Institute,2.76,No,Not Placed
864,Nitesh,74.0,Global College,3.59,Yes,Placed
865,Nitesh,104.0,Punjab Institute,3.75,Yes,Placed
866,Ali,112.0,Punjab Institute,3.7,No,Placed
867,Omar,96.0,Punjab Institute,3.55,Yes,Not Placed
868,Omar,117.0,City College,2.54,Yes,Placed
869,Hassan,110.0,Punjab Institute,3.62,No,Not Placed
870,Zara,132.0,Punjab Institute,3.07,Yes,Placed
871,Areeb,89.0,City College,2.11,No,Not Placed
872,Neha,112.0,City College,2.91,No,Not Placed
873,Nitesh,85.0,Global College,3.88,Yes,Not Placed
874,Areeb,76.0,Tech Valley University,3.78,Yes,Placed
875,Areeb,69.0,National University,2.2,,Placed
876,Mia,108.0,National University,3.49,Yes,Not Placed
877,Neha,103.0,Punjab Institute,3.61,No,Placed
878,John,93.0,Global College,2.54,No,Not Placed
879,Ravi,73.0,Punjab Institute,2.94,,Placed
880,Mohammed,90.0,National University,3.42,Yes,Not Placed
881,Noah,100.0,City College,2.88,Yes,Placed
882,Omar,112.0,Tech Valley University,2.23,Yes,Not Placed
883,Omar,100.0,Global College,3.41,Yes,Placed
884,Fatima,104.0,City College,3.82,Yes,Placed
885,Omar,94.0,Tech Valley University,3.3,No,Placed
886,Neha,126.0,Global College,3.55,Yes,Placed
887,Mia,85.0,Global College,2.72,Yes,Not Placed
888,Sara,90.0,National University,2.37,No,Not Placed
889,Ali,93.0,City College,3.29,Yes,Placed
890,Daniel,108.0,Global College,2.66,Yes,Not Placed
891,Ali,84.0,Global College,3.72,Yes,Placed
892,Liam,102.0,Tech Valley University,2.25,Yes,Placed
893,Ali,102.0,National University,2.87,Yes,Placed
894,Daniel,90.0,Punjab Institute,2.79,No,Not Placed
895,Ahmed,105.0,National University,3.88,Yes,Not Placed
896,Neha,85.0,Punjab Institute,2.31,No,Not Placed
897,Omar,83.0,City College,2.02,Yes,Not Placed
898,Omar,101.0,City College,2.48,Yes,Placed
899,Mia,75.0,Global College,3.64,Yes,Placed
900,Fatima,68.0,City College,2.42,Yes,Not Placed
901,Mia,108.0,Global College,2.48,Yes,Placed
902,Sara,116.0,National University,2.26,Yes,Not Placed
903,Sara,93.0,City College,3.43,Yes,Not Placed
904,Nitesh,90.0,National University,2.14,Yes,Not Placed
905,Fatima,115.0,National University,2.66,Yes,Placed
906,Mia,83.0,City College,2.56,Yes,Placed
907,Omar,80.0,National University,3.11,Yes,Not Placed
908,Mohammed,111.0,City College,3.46,No,Placed
909,Sophia,100.0,City College,3.07,No,Not Placed
910,Daniel,116.0,City College,3.86,Yes,Placed
911,Daniel,68.0,Punjab Institute,3.9,Yes,Placed
912,Ali,79.0,National University,2.72,Yes,Placed
913,Sophia,100.0,Tech Valley University,3.56,No,Not Placed
914,Fatima,106.0,City College,3.48,Yes,Not Placed
915,John,113.0,National University,3.79,No,Placed
916,Sara,103.0,Global College,2.9,Yes,Not Placed
917,Ali,102.0,City College,3.06,Yes,Placed
918,Areeb,94.0,City College,2.83,Yes,Placed
919,Ali,124.0,Tech Valley University,3.7,Yes,Placed
920,John,,Punjab Institute,2.46,No,Not Placed
921,Ahmed,105.0,Punjab Institute,2.48,Yes,Placed
922,Mohammed,85.0,City College,2.75,Yes,Placed
923,Areeb,108.0,National University,2.46,Yes,Not Placed
924,Mohammed,,Global College,3.12,No,Not Placed
925,Ali,111.0,Global College,2.27,Yes,Not Placed
926,Sara,102.0,National University,2.64,Yes,Placed
927,Ravi,126.0,City College,3.83,Yes,Placed
928,Daniel,96.0,Global College,2.82,Yes,Placed
929,John,106.0,Punjab Institute,3.5,No,Not Placed
930,Ravi,88.0,National University,2.23,Yes,Placed
931,Sophia,96.0,Tech Valley University,2.5,Yes,Placed
932,Daniel,102.0,City College,3.61,Yes,Placed
933,Omar,77.0,National University,3.53,No,Not Placed
934,Areeb,79.0,Global College,2.77,Yes,Not Placed
935,Daniel,109.0,City College,3.91,Yes,Placed
936,John,98.0,Punjab Institute,3.82,No,Placed
937,Sofia,91.0,City College,3.92,Yes,Not Placed
938,Ravi,89.0,City College,2.86,No,Placed
939,Ahmed,90.0,Punjab Institute,2.39,Yes,Not Placed
940,Mia,102.0,Punjab Institute,3.25,Yes,Not Placed
941,Mia,107.0,City College,3.37,No,Placed
942,John,69.0,Punjab Institute,2.25,No,Placed
943,John,121.0,National University,3.57,Yes,Placed
944,Hassan,120.0,Punjab Institute,2.04,No,Placed
945,Areeb,65.0,Punjab Institute,2.97,Yes,Not Placed
946,Sophia,116.0,City College,2.66,No,Not Placed
947,Hassan,116.0,National University,3.48,Yes,Placed
948,Mohammed,100.0,Tech Valley University,2.63,Yes,Placed
949,Omar,81.0,Tech Valley University,3.65,No,Not Placed
950,Sara,115.0,Global College,3.19,No,Not Placed
951,Sara,96.0,Punjab Institute,3.59,Yes,Not Placed
952,Omar,108.0,Punjab Institute,3.98,Yes,Placed
953,Daniel,133.0,National University,3.36,Yes,Placed
954,Neha,104.0,Tech Valley University,,Yes,Not Placed
955,Hassan,86.0,Global College,2.06,Yes,Not Placed
956,Sofia,95.0,National University,2.68,Yes,Placed
957,Ravi,88.0,Punjab Institute,2.22,Yes,Placed
958,Omar,107.0,Tech Valley University,2.52,No,Not Placed
959,Noah,88.0,Global College,3.68,Yes,Placed
960,Ali,93.0,City College,2.06,Yes,Not Placed
961,Daniel,81.0,Tech Valley University,3.04,Yes,Not Placed
962,Omar,98.0,Global College,3.13,No,Placed
963,Hassan,103.0,National University,3.12,Yes,Placed
964,Sofia,60.0,City College,2.95,Yes,Placed
965,Sofia,104.0,Global College,3.58,No,Placed
966,John,99.0,Global College,2.27,No,Not Placed
967,Emily,89.0,Punjab Institute,2.62,No,Not Placed
968,John,130.0,Tech Valley University,3.23,No,Placed
969,Areeb,114.0,Punjab Institute,3.38,No,Not Placed
970,Areeb,84.0,City College,2.81,No,Placed
971,Omar,113.0,Global College,3.75,Yes,Placed
972,Mohammed,119.0,Punjab Institute,2.83,Yes,Placed
973,Liam,102.0,Tech Valley University,2.81,Yes,Placed
974,Zara,105.0,City College,2.07,Yes,Not Placed
975,Mia,105.0,National University,3.1,Yes,Not Placed
976,Neha,69.0,Punjab Institute,3.42,Yes,Placed
977,Omar,97.0,City College,2.23,No,Not Placed
978,Zara,96.0,National University,2.61,Yes,Placed
979,Hassan,121.0,Punjab Institute,3.56,Yes,Placed
980,Ali,105.0,City College,2.73,No,Not Placed
981,Neha,96.0,City College,,Yes,Not Placed
982,Areeb,99.0,Punjab Institute,3.34,Yes,Not Placed
983,Neha,115.0,City College,2.39,Yes,Placed
984,John,97.0,Global College,3.79,No,Placed
985,Ali,90.0,Punjab Institute,2.21,Yes,Placed
986,Mia,96.0,City College,3.41,No,Placed
987,Omar,114.0,National University,3.0,,Placed
988,Daniel,107.0,National University,3.74,Yes,Placed
989,Daniel,101.0,Global College,2.25,Yes,Placed
990,Zara,103.0,Punjab Institute,3.36,No,Not Placed
991,Zara,92.0,City College,3.14,No,Not Placed
992,Mohammed,97.0,City College,2.96,No,Placed
993,Sophia,90.0,National University,2.98,No,Not Placed
994,Zara,96.0,Global College,3.44,Yes,Placed
995,Nitesh,120.0,National University,3.88,No,Placed
996,Sophia,84.0,National University,2.18,Yes,Not Placed
997,Hassan,90.0,Global College,2.04,No,Not Placed
998,Sara,81.0,Punjab Institute,3.61,Yes,Not Placed
999,Ahmed,78.0,City College,2.22,Yes,Placed
1000,Fatima,97.0,Punjab Institute,3.97,Yes,Placed
1001,Noah,91.0,Tech Valley University,3.24,Yes,Placed
1002,Ahmed,126.0,Tech Valley University,3.3,Yes,Placed
1003,Liam,96.0,Tech Valley University,2.4,No,Not Placed
1004,Hassan,119.0,Global College,2.48,Yes,Not Placed
1005,Sofia,115.0,National University,3.32,Yes,Not Placed
1006,Mia,97.0,Punjab Institute,3.82,No,Placed
1007,Fatima,132.0,City College,3.96,Yes,Placed
